ID,Fuel_Type,Monthly_Distance_Km,Body_Type,Sex,Diet,Social_Activity,Transport,Vehicle_Type,Air_Travel,Waste_Bag_Size,Waste_Bag_Weekly_Count,Energy_Efficiency,TV_PC_Usage,New_Clothes_Monthly,Transport_Emissions,Energy_Emissions,Diet_Emissions,Waste_Emissions,Total_Emissions
4320,Electric,774,Underweight,Female,Vegan,No,Private,None,Rarely,Large,5,Yes,15,9,92.88,315,63,2,472.88
4321,Petrol,2273,Underweight,Male,Vegan,Often,Private,Petrol,Rarely,Large,4,No,13,9,437.5525,273,63,1.6,775.1525
4322,Electric,2256,Normal,Female,Vegetarian,Often,Private,CNG,Frequently,Medium,8,Yes,21,9,270.72,441,108,3.2,822.92
4323,CNG,2873,Obese,Male,Vegan,Often,Private,None,Frequently,Medium,0,No,6,13,387.855,126,63,0,576.855
4324,CNG,1391,Underweight,Female,Omnivore,Often,Walk/Bicycle,Diesel,Never,Medium,2,Yes,2,18,187.785,42,225,0.8,455.585
4325,Diesel,588,Overweight,Female,Pescatarian,Never,Private,Petrol,Never,Extra Large,1,No,9,8,105.056,189,162,0.4,456.456
4326,Petrol,1207,Normal,Male,Vegan,No,Private,None,Frequently,Large,8,No,0,16,232.3475,0,63,3.2,298.5475
4327,Petrol,2897,Underweight,Female,Omnivore,Never,Walk/Bicycle,None,Never,Small,5,No,5,18,557.6725,105,225,2,889.6725
4328,CNG,886,Obese,Female,Pescatarian,No,Walk/Bicycle,CNG,Very Frequently,Medium,5,No,4,1,119.61,84,162,2,367.61
4329,Electric,2634,Obese,Male,Pescatarian,Never,Walk/Bicycle,None,Never,Small,4,Yes,14,14,316.08,294,162,1.6,773.68
4330,Diesel,2854,Normal,Female,Omnivore,Never,Walk/Bicycle,Electric,Frequently,Extra Large,3,No,17,5,509.9146667,357,225,1.2,1093.114667
4331,Electric,2373,Obese,Female,Omnivore,Never,Walk/Bicycle,None,Rarely,Medium,3,No,3,28,284.76,63,225,1.2,573.96
4332,Electric,1677,Overweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Frequently,Medium,1,No,4,28,201.24,84,108,0.4,393.64
4333,Electric,939,Overweight,Male,Vegetarian,Often,Walk/Bicycle,None,Frequently,Small,6,No,9,27,112.68,189,108,2.4,412.08
4334,Petrol,2811,Underweight,Female,Vegan,Never,Walk/Bicycle,Diesel,Rarely,Small,5,Yes,3,15,541.1175,63,63,2,669.1175
4335,CNG,1476,Obese,Male,Vegetarian,No,Walk/Bicycle,Electric,Very Frequently,Large,2,Yes,9,16,199.26,189,108,0.8,497.06
4336,Petrol,1234,Overweight,Female,Omnivore,No,Walk/Bicycle,Petrol,Never,Small,6,No,19,23,237.545,399,225,2.4,863.945
4337,CNG,2968,Normal,Female,Vegetarian,Often,Walk/Bicycle,Petrol,Very Frequently,Extra Large,8,No,21,27,400.68,441,108,3.2,952.88
4338,Diesel,1132,Obese,Male,Pescatarian,Never,Public,CNG,Rarely,Medium,9,Yes,3,9,202.2506667,63,162,3.6,430.8506667
4339,Diesel,1492,Underweight,Male,Omnivore,Often,Private,CNG,Very Frequently,Small,0,No,11,11,266.5706667,231,225,0,722.5706667
4340,Electric,2958,Normal,Male,Vegan,Often,Private,Electric,Rarely,Extra Large,9,Yes,8,25,354.96,168,63,3.6,589.56
4341,CNG,672,Normal,Male,Pescatarian,Often,Walk/Bicycle,Petrol,Frequently,Small,7,No,1,11,90.72,21,162,2.8,276.52
4342,CNG,503,Normal,Female,Pescatarian,Never,Walk/Bicycle,Diesel,Very Frequently,Small,1,No,4,18,67.905,84,162,0.4,314.305
4343,CNG,2163,Overweight,Male,Pescatarian,Never,Public,None,Never,Small,0,No,15,5,292.005,315,162,0,769.005
4344,Electric,2515,Normal,Male,Omnivore,Often,Walk/Bicycle,None,Never,Large,8,No,18,1,301.8,378,225,3.2,908
4345,Electric,1995,Overweight,Female,Omnivore,Never,Public,None,Rarely,Medium,1,No,23,20,239.4,483,225,0.4,947.8
4346,Diesel,1560,Normal,Female,Vegan,No,Private,CNG,Frequently,Medium,6,No,13,17,278.72,273,63,2.4,617.12
4347,Petrol,1554,Overweight,Female,Vegetarian,No,Private,Petrol,Very Frequently,Medium,6,No,14,6,299.145,294,108,2.4,703.545
4348,CNG,880,Obese,Female,Vegetarian,Often,Walk/Bicycle,Petrol,Very Frequently,Large,0,No,18,4,118.8,378,108,0,604.8
4349,CNG,1791,Overweight,Female,Vegetarian,No,Public,Diesel,Rarely,Small,9,Yes,23,23,241.785,483,108,3.6,836.385
4350,Petrol,2891,Overweight,Female,Vegetarian,Often,Public,CNG,Very Frequently,Medium,0,No,23,21,556.5175,483,108,0,1147.5175
4351,CNG,2092,Obese,Female,Pescatarian,Often,Private,Diesel,Never,Medium,6,No,17,28,282.42,357,162,2.4,803.82
4352,Electric,665,Normal,Female,Omnivore,Often,Private,Petrol,Never,Small,5,Yes,10,7,79.8,210,225,2,516.8
4353,Electric,2889,Obese,Female,Vegetarian,Never,Public,None,Very Frequently,Medium,3,No,12,11,346.68,252,108,1.2,707.88
4354,CNG,1542,Normal,Male,Pescatarian,Never,Public,CNG,Very Frequently,Small,2,No,9,24,208.17,189,162,0.8,559.97
4355,Electric,2151,Overweight,Male,Omnivore,Never,Private,CNG,Frequently,Large,4,No,6,22,258.12,126,225,1.6,610.72
4356,Electric,1707,Normal,Female,Omnivore,Never,Public,CNG,Frequently,Medium,4,Yes,21,0,204.84,441,225,1.6,872.44
4357,CNG,1044,Overweight,Male,Omnivore,Often,Private,None,Very Frequently,Medium,2,Yes,0,24,140.94,0,225,0.8,366.74
4358,Diesel,2739,Normal,Female,Pescatarian,Never,Public,CNG,Very Frequently,Small,5,No,17,14,489.368,357,162,2,1010.368
4359,Petrol,2867,Overweight,Female,Vegetarian,No,Walk/Bicycle,Electric,Rarely,Extra Large,2,Yes,3,12,551.8975,63,108,0.8,723.6975
4360,Electric,2974,Overweight,Female,Omnivore,No,Private,CNG,Frequently,Large,3,No,15,24,356.88,315,225,1.2,898.08
4361,Diesel,596,Underweight,Female,Pescatarian,Never,Public,None,Very Frequently,Medium,2,Yes,17,9,106.4853333,357,162,0.8,626.2853333
4362,Electric,1801,Normal,Male,Omnivore,No,Private,CNG,Rarely,Small,5,No,20,17,216.12,420,225,2,863.12
4363,Electric,2556,Normal,Male,Vegan,No,Public,Electric,Frequently,Large,8,Yes,18,29,306.72,378,63,3.2,750.92
4364,Petrol,956,Underweight,Female,Vegan,Never,Walk/Bicycle,Electric,Rarely,Small,2,No,14,17,184.03,294,63,0.8,541.83
4365,Electric,2318,Overweight,Male,Pescatarian,Often,Walk/Bicycle,CNG,Very Frequently,Extra Large,0,No,21,6,278.16,441,162,0,881.16
4366,Petrol,772,Overweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Never,Medium,6,No,9,14,148.61,189,108,2.4,448.01
4367,Petrol,1531,Underweight,Female,Vegetarian,Often,Private,Petrol,Never,Extra Large,4,No,6,29,294.7175,126,108,1.6,530.3175
4368,Petrol,707,Underweight,Female,Omnivore,Never,Walk/Bicycle,Diesel,Never,Medium,3,Yes,20,4,136.0975,420,225,1.2,782.2975
4369,Diesel,2437,Obese,Male,Vegetarian,Often,Private,Electric,Never,Extra Large,2,No,0,4,435.4106667,0,108,0.8,544.2106667
4370,CNG,2160,Overweight,Male,Vegetarian,Often,Walk/Bicycle,Petrol,Very Frequently,Medium,6,No,0,0,291.6,0,108,2.4,402
4371,Diesel,1646,Obese,Female,Vegan,No,Private,Diesel,Never,Small,1,No,0,5,294.0853333,0,63,0.4,357.4853333
4372,CNG,1556,Normal,Female,Pescatarian,Often,Walk/Bicycle,Petrol,Never,Large,3,No,18,15,210.06,378,162,1.2,751.26
4373,CNG,2036,Obese,Male,Vegan,Never,Public,CNG,Very Frequently,Medium,1,No,6,7,274.86,126,63,0.4,464.26
4374,Petrol,703,Underweight,Female,Pescatarian,Often,Public,Electric,Frequently,Medium,9,No,14,3,135.3275,294,162,3.6,594.9275
4375,Electric,2332,Underweight,Female,Omnivore,No,Private,Petrol,Frequently,Small,7,No,12,12,279.84,252,225,2.8,759.64
4376,Petrol,942,Underweight,Female,Vegan,No,Walk/Bicycle,CNG,Frequently,Extra Large,2,Yes,8,18,181.335,168,63,0.8,413.135
4377,Electric,1188,Underweight,Male,Pescatarian,No,Walk/Bicycle,Diesel,Rarely,Medium,4,No,13,9,142.56,273,162,1.6,579.16
4378,CNG,1332,Obese,Male,Vegetarian,No,Public,CNG,Frequently,Extra Large,3,No,5,25,179.82,105,108,1.2,394.02
4379,Petrol,2886,Obese,Female,Pescatarian,Often,Walk/Bicycle,Diesel,Very Frequently,Small,4,No,6,16,555.555,126,162,1.6,845.155
4380,Electric,1961,Obese,Male,Vegetarian,No,Walk/Bicycle,Petrol,Frequently,Medium,3,Yes,13,19,235.32,273,108,1.2,617.52
4381,Diesel,1659,Underweight,Female,Omnivore,No,Private,None,Rarely,Large,7,No,10,17,296.408,210,225,2.8,734.208
4382,Electric,886,Underweight,Male,Vegetarian,No,Public,CNG,Rarely,Medium,5,Yes,2,4,106.32,42,108,2,258.32
4383,Petrol,2541,Overweight,Male,Pescatarian,Often,Walk/Bicycle,None,Never,Small,0,No,10,11,489.1425,210,162,0,861.1425
4384,Diesel,1848,Overweight,Male,Vegan,Never,Walk/Bicycle,Electric,Very Frequently,Extra Large,4,No,7,25,330.176,147,63,1.6,541.776
4385,Electric,2218,Underweight,Female,Pescatarian,No,Private,None,Frequently,Medium,0,No,5,0,266.16,105,162,0,533.16
4386,Electric,1179,Overweight,Female,Vegan,No,Private,Electric,Frequently,Small,2,No,2,24,141.48,42,63,0.8,247.28
4387,Electric,1189,Normal,Female,Pescatarian,No,Private,Petrol,Very Frequently,Small,5,Yes,11,24,142.68,231,162,2,537.68
4388,Electric,2068,Normal,Male,Pescatarian,Often,Private,Petrol,Very Frequently,Small,8,No,17,20,248.16,357,162,3.2,770.36
4389,Electric,1669,Underweight,Female,Omnivore,Often,Walk/Bicycle,CNG,Very Frequently,Extra Large,2,Yes,10,0,200.28,210,225,0.8,636.08
4390,Diesel,1392,Obese,Female,Vegetarian,No,Walk/Bicycle,None,Very Frequently,Extra Large,3,Yes,6,2,248.704,126,108,1.2,483.904
4391,CNG,1452,Normal,Female,Pescatarian,Never,Walk/Bicycle,Electric,Very Frequently,Large,9,Yes,9,6,196.02,189,162,3.6,550.62
4392,Diesel,1754,Normal,Female,Vegan,No,Private,Electric,Very Frequently,Large,0,No,15,20,313.3813333,315,63,0,691.3813333
4393,Diesel,1283,Obese,Male,Vegetarian,Never,Walk/Bicycle,None,Very Frequently,Medium,9,Yes,15,10,229.2293333,315,108,3.6,655.8293333
4394,Diesel,2546,Overweight,Female,Omnivore,Never,Public,Petrol,Rarely,Small,1,No,14,24,454.8853333,294,225,0.4,974.2853333
4395,CNG,2371,Obese,Female,Vegetarian,Often,Public,Petrol,Never,Large,6,Yes,12,19,320.085,252,108,2.4,682.485
4396,Petrol,994,Overweight,Male,Pescatarian,Often,Walk/Bicycle,Electric,Frequently,Extra Large,7,Yes,3,20,191.345,63,162,2.8,419.145
4397,CNG,1246,Overweight,Female,Vegan,Often,Private,CNG,Rarely,Small,0,No,3,14,168.21,63,63,0,294.21
4398,Diesel,2984,Obese,Male,Vegan,Never,Public,Petrol,Rarely,Medium,8,No,5,2,533.1413333,105,63,3.2,704.3413333
4399,Electric,2354,Overweight,Male,Vegetarian,Never,Walk/Bicycle,Diesel,Frequently,Small,5,No,17,7,282.48,357,108,2,749.48
4400,Electric,2892,Normal,Male,Vegan,Never,Public,Electric,Rarely,Large,0,No,0,28,347.04,0,63,0,410.04
4401,Diesel,2691,Underweight,Female,Pescatarian,Often,Public,None,Very Frequently,Large,3,No,9,2,480.792,189,162,1.2,832.992
4402,Electric,1156,Overweight,Male,Vegan,Often,Public,None,Rarely,Small,3,No,2,21,138.72,42,63,1.2,244.92
4403,Diesel,2382,Normal,Male,Vegan,Often,Public,Electric,Frequently,Extra Large,6,No,13,22,425.584,273,63,2.4,763.984
4404,Electric,2892,Obese,Male,Vegan,No,Walk/Bicycle,Electric,Never,Small,0,No,10,12,347.04,210,63,0,620.04
4405,CNG,2296,Overweight,Female,Pescatarian,Never,Public,Petrol,Frequently,Small,9,No,4,1,309.96,84,162,3.6,559.56
4406,Petrol,767,Normal,Male,Omnivore,Never,Walk/Bicycle,Electric,Never,Small,8,No,1,22,147.6475,21,225,3.2,396.8475
4407,Petrol,2716,Overweight,Male,Vegan,No,Public,Electric,Very Frequently,Small,0,No,8,2,522.83,168,63,0,753.83
4408,CNG,2262,Obese,Male,Omnivore,Never,Public,Diesel,Rarely,Small,9,No,16,18,305.37,336,225,3.6,869.97
4409,CNG,2580,Underweight,Female,Vegetarian,Never,Public,None,Frequently,Extra Large,2,Yes,18,14,348.3,378,108,0.8,835.1
4410,Diesel,876,Overweight,Male,Vegetarian,No,Walk/Bicycle,Petrol,Frequently,Medium,0,Yes,20,20,156.512,420,108,0,684.512
4411,Diesel,2085,Underweight,Male,Pescatarian,Never,Public,CNG,Never,Medium,0,No,16,14,372.52,336,162,0,870.52
4412,Diesel,1963,Overweight,Female,Pescatarian,Often,Public,Petrol,Rarely,Large,3,No,19,19,350.7226667,399,162,1.2,912.9226667
4413,Electric,2940,Overweight,Female,Pescatarian,No,Private,None,Frequently,Extra Large,1,No,9,25,352.8,189,162,0.4,704.2
4414,Diesel,988,Obese,Female,Pescatarian,Never,Public,CNG,Frequently,Small,8,Yes,16,6,176.5226667,336,162,3.2,677.7226667
4415,CNG,1221,Overweight,Male,Omnivore,Often,Private,Electric,Rarely,Extra Large,0,No,10,2,164.835,210,225,0,599.835
4416,Petrol,1445,Normal,Male,Pescatarian,Never,Walk/Bicycle,Diesel,Very Frequently,Medium,2,Yes,6,24,278.1625,126,162,0.8,566.9625
4417,Electric,2586,Normal,Male,Omnivore,No,Public,Diesel,Never,Small,1,Yes,0,16,310.32,0,225,0.4,535.72
4418,Diesel,2135,Underweight,Male,Vegan,Often,Public,None,Frequently,Extra Large,0,No,15,29,381.4533333,315,63,0,759.4533333
4419,Electric,1540,Underweight,Female,Vegan,Never,Private,None,Rarely,Large,8,No,2,28,184.8,42,63,3.2,293
4420,Electric,2773,Normal,Male,Vegetarian,No,Private,Diesel,Very Frequently,Medium,4,No,14,27,332.76,294,108,1.6,736.36
4421,Diesel,2614,Underweight,Female,Vegetarian,Never,Public,CNG,Frequently,Small,5,No,3,1,467.0346667,63,108,2,640.0346667
4422,Electric,2177,Underweight,Male,Omnivore,Never,Walk/Bicycle,CNG,Very Frequently,Small,7,No,3,15,261.24,63,225,2.8,552.04
4423,Petrol,1498,Normal,Male,Pescatarian,Often,Private,Petrol,Frequently,Small,6,No,22,10,288.365,462,162,2.4,914.765
4424,CNG,2277,Normal,Male,Vegetarian,Never,Public,Electric,Frequently,Small,6,No,4,8,307.395,84,108,2.4,501.795
4425,CNG,2784,Normal,Female,Omnivore,No,Private,CNG,Very Frequently,Small,8,No,14,10,375.84,294,225,3.2,898.04
4426,Petrol,1456,Obese,Female,Vegetarian,No,Walk/Bicycle,Electric,Never,Small,2,No,10,23,280.28,210,108,0.8,599.08
4427,Electric,2089,Obese,Female,Pescatarian,Often,Private,None,Very Frequently,Extra Large,9,Yes,23,22,250.68,483,162,3.6,899.28
4428,Diesel,1661,Normal,Female,Omnivore,Often,Public,CNG,Rarely,Large,7,Yes,18,24,296.7653333,378,225,2.8,902.5653333
4429,Electric,2368,Overweight,Male,Vegetarian,Never,Private,CNG,Frequently,Extra Large,5,No,7,4,284.16,147,108,2,541.16
4430,Petrol,1052,Normal,Male,Pescatarian,No,Walk/Bicycle,CNG,Very Frequently,Extra Large,7,No,10,12,202.51,210,162,2.8,577.31
4431,Electric,2133,Obese,Male,Omnivore,Often,Public,Petrol,Very Frequently,Small,3,No,10,18,255.96,210,225,1.2,692.16
4432,CNG,1194,Underweight,Male,Omnivore,Never,Public,None,Frequently,Small,0,Yes,8,12,161.19,168,225,0,554.19
4433,Electric,816,Overweight,Male,Omnivore,Never,Public,Diesel,Frequently,Extra Large,2,No,13,1,97.92,273,225,0.8,596.72
4434,Petrol,1267,Overweight,Female,Vegan,No,Public,Petrol,Very Frequently,Medium,9,No,13,21,243.8975,273,63,3.6,583.4975
4435,CNG,2471,Underweight,Female,Omnivore,No,Walk/Bicycle,Petrol,Never,Small,2,No,12,28,333.585,252,225,0.8,811.385
4436,Electric,2805,Overweight,Male,Vegetarian,Never,Public,CNG,Frequently,Small,0,Yes,0,1,336.6,0,108,0,444.6
4437,Electric,2003,Underweight,Male,Omnivore,No,Walk/Bicycle,Petrol,Very Frequently,Medium,4,No,8,7,240.36,168,225,1.6,634.96
4438,CNG,622,Obese,Male,Omnivore,Never,Walk/Bicycle,Diesel,Rarely,Extra Large,5,No,7,4,83.97,147,225,2,457.97
4439,Diesel,2889,Overweight,Male,Omnivore,Never,Private,Petrol,Never,Medium,8,Yes,17,10,516.168,357,225,3.2,1101.368
4440,CNG,2368,Overweight,Female,Omnivore,No,Private,Petrol,Rarely,Small,7,No,2,1,319.68,42,225,2.8,589.48
4441,Diesel,2171,Underweight,Male,Omnivore,Often,Public,CNG,Frequently,Large,3,Yes,22,5,387.8853333,462,225,1.2,1076.085333
4442,Petrol,1582,Underweight,Male,Vegan,Never,Public,None,Frequently,Medium,5,No,2,21,304.535,42,63,2,411.535
4443,Petrol,2228,Obese,Male,Pescatarian,No,Walk/Bicycle,Diesel,Never,Medium,2,No,1,29,428.89,21,162,0.8,612.69
4444,CNG,2807,Underweight,Male,Vegan,Never,Private,CNG,Frequently,Small,0,No,3,23,378.945,63,63,0,504.945
4445,CNG,2496,Underweight,Female,Vegetarian,Never,Public,Petrol,Rarely,Medium,8,No,8,11,336.96,168,108,3.2,616.16
4446,Petrol,2642,Obese,Male,Pescatarian,Never,Public,Diesel,Very Frequently,Small,7,Yes,14,5,508.585,294,162,2.8,967.385
4447,Diesel,1648,Normal,Female,Vegetarian,No,Walk/Bicycle,Electric,Very Frequently,Large,5,Yes,17,15,294.4426667,357,108,2,761.4426667
4448,Petrol,2588,Normal,Female,Omnivore,No,Private,Petrol,Rarely,Large,2,No,16,18,498.19,336,225,0.8,1059.99
4449,CNG,2414,Underweight,Male,Vegetarian,No,Public,None,Rarely,Extra Large,4,No,22,23,325.89,462,108,1.6,897.49
4450,Petrol,753,Obese,Male,Vegan,Often,Public,Petrol,Frequently,Small,8,Yes,10,17,144.9525,210,63,3.2,421.1525
4451,CNG,506,Normal,Male,Vegan,Never,Public,None,Frequently,Large,6,Yes,0,8,68.31,0,63,2.4,133.71
4452,CNG,2616,Obese,Male,Omnivore,Often,Public,Electric,Never,Small,1,No,5,21,353.16,105,225,0.4,683.56
4453,Petrol,1041,Underweight,Male,Omnivore,Never,Public,CNG,Very Frequently,Medium,5,No,13,16,200.3925,273,225,2,700.3925
4454,Diesel,588,Underweight,Female,Pescatarian,No,Public,CNG,Never,Medium,8,Yes,4,19,105.056,84,162,3.2,354.256
4455,Electric,2438,Obese,Female,Vegan,Never,Private,CNG,Rarely,Small,9,No,23,16,292.56,483,63,3.6,842.16
4456,Petrol,712,Overweight,Female,Vegan,Never,Walk/Bicycle,Diesel,Rarely,Small,0,No,2,2,137.06,42,63,0,242.06
4457,Electric,765,Underweight,Female,Pescatarian,Never,Walk/Bicycle,None,Never,Medium,4,Yes,18,29,91.8,378,162,1.6,633.4
4458,Petrol,2840,Underweight,Female,Vegan,Often,Walk/Bicycle,Petrol,Never,Small,8,Yes,0,14,546.7,0,63,3.2,612.9
4459,Electric,1730,Underweight,Male,Pescatarian,No,Public,Diesel,Very Frequently,Medium,2,No,3,9,207.6,63,162,0.8,433.4
4460,Diesel,2880,Underweight,Male,Vegan,No,Walk/Bicycle,Diesel,Rarely,Extra Large,2,No,15,21,514.56,315,63,0.8,893.36
4461,Diesel,1504,Obese,Female,Vegetarian,Never,Private,Petrol,Never,Extra Large,9,No,5,18,268.7146667,105,108,3.6,485.3146667
4462,Petrol,2594,Obese,Male,Vegetarian,No,Public,Electric,Very Frequently,Extra Large,8,No,4,4,499.345,84,108,3.2,694.545
4463,CNG,1121,Obese,Male,Pescatarian,Often,Private,CNG,Frequently,Small,2,Yes,6,23,151.335,126,162,0.8,440.135
4464,Electric,926,Obese,Female,Pescatarian,Often,Public,Electric,Frequently,Medium,8,Yes,9,23,111.12,189,162,3.2,465.32
4465,CNG,709,Overweight,Female,Omnivore,No,Public,Electric,Very Frequently,Large,9,Yes,0,12,95.715,0,225,3.6,324.315
4466,CNG,1387,Obese,Female,Vegan,Often,Walk/Bicycle,CNG,Never,Large,2,No,18,24,187.245,378,63,0.8,629.045
4467,CNG,1943,Obese,Male,Vegetarian,Often,Private,Electric,Very Frequently,Medium,7,No,13,27,262.305,273,108,2.8,646.105
4468,Diesel,653,Underweight,Female,Omnivore,No,Walk/Bicycle,Diesel,Very Frequently,Medium,9,No,3,3,116.6693333,63,225,3.6,408.2693333
4469,Petrol,914,Overweight,Female,Vegan,No,Public,Petrol,Never,Medium,8,No,14,13,175.945,294,63,3.2,536.145
4470,Petrol,1680,Underweight,Male,Vegetarian,Never,Private,Diesel,Frequently,Medium,2,No,5,20,323.4,105,108,0.8,537.2
4471,Diesel,1784,Overweight,Male,Vegan,Never,Private,Diesel,Very Frequently,Medium,0,No,19,19,318.7413333,399,63,0,780.7413333
4472,Diesel,1268,Normal,Female,Pescatarian,Often,Public,None,Frequently,Large,8,No,22,6,226.5493333,462,162,3.2,853.7493333
4473,Petrol,1482,Overweight,Male,Vegetarian,No,Walk/Bicycle,CNG,Very Frequently,Extra Large,6,Yes,9,27,285.285,189,108,2.4,584.685
4474,CNG,2011,Overweight,Female,Vegetarian,Often,Public,CNG,Rarely,Medium,5,No,14,24,271.485,294,108,2,675.485
4475,Electric,1078,Underweight,Male,Omnivore,No,Private,Diesel,Never,Small,3,No,18,5,129.36,378,225,1.2,733.56
4476,Electric,2710,Overweight,Female,Vegan,Often,Private,CNG,Frequently,Extra Large,4,No,7,10,325.2,147,63,1.6,536.8
4477,Electric,1538,Overweight,Male,Pescatarian,Often,Private,None,Never,Large,6,Yes,12,10,184.56,252,162,2.4,600.96
4478,CNG,2742,Underweight,Male,Pescatarian,Often,Public,Petrol,Frequently,Medium,8,Yes,22,17,370.17,462,162,3.2,997.37
4479,Petrol,1041,Normal,Male,Vegan,Never,Private,Electric,Frequently,Small,5,No,18,6,200.3925,378,63,2,643.3925
4480,Diesel,858,Normal,Female,Vegan,No,Private,CNG,Never,Large,3,Yes,15,18,153.296,315,63,1.2,532.496
4481,Petrol,1349,Normal,Female,Pescatarian,Often,Walk/Bicycle,Diesel,Very Frequently,Extra Large,3,No,20,23,259.6825,420,162,1.2,842.8825
4482,CNG,926,Overweight,Female,Vegan,Never,Walk/Bicycle,CNG,Very Frequently,Extra Large,9,No,17,2,125.01,357,63,3.6,548.61
4483,Diesel,985,Underweight,Male,Omnivore,Often,Private,Diesel,Rarely,Small,2,No,8,8,175.9866667,168,225,0.8,569.7866667
4484,CNG,2331,Normal,Male,Vegan,Often,Walk/Bicycle,Electric,Frequently,Medium,1,No,23,13,314.685,483,63,0.4,861.085
4485,Electric,1972,Normal,Male,Omnivore,No,Public,CNG,Never,Small,3,Yes,14,16,236.64,294,225,1.2,756.84
4486,Electric,1936,Normal,Female,Omnivore,Often,Walk/Bicycle,Electric,Frequently,Small,5,No,7,21,232.32,147,225,2,606.32
4487,CNG,829,Normal,Male,Vegan,No,Walk/Bicycle,Diesel,Very Frequently,Large,0,Yes,16,26,111.915,336,63,0,510.915
4488,Diesel,2255,Underweight,Female,Vegetarian,Never,Walk/Bicycle,None,Never,Small,1,Yes,3,25,402.8933333,63,108,0.4,574.2933333
4489,Diesel,1670,Normal,Female,Vegetarian,Never,Walk/Bicycle,None,Never,Small,7,No,22,22,298.3733333,462,108,2.8,871.1733333
4490,Petrol,758,Overweight,Female,Omnivore,Often,Public,Petrol,Frequently,Extra Large,2,Yes,21,2,145.915,441,225,0.8,812.715
4491,Electric,2839,Overweight,Female,Vegan,Never,Walk/Bicycle,Diesel,Rarely,Large,0,No,8,5,340.68,168,63,0,571.68
4492,Petrol,642,Underweight,Female,Omnivore,No,Private,Diesel,Very Frequently,Medium,1,Yes,7,10,123.585,147,225,0.4,495.985
4493,Petrol,2516,Obese,Male,Vegan,No,Walk/Bicycle,Diesel,Very Frequently,Extra Large,2,No,8,12,484.33,168,63,0.8,716.13
4494,CNG,1126,Normal,Male,Vegan,Never,Walk/Bicycle,None,Frequently,Small,1,No,3,29,152.01,63,63,0.4,278.41
4495,CNG,1888,Normal,Male,Pescatarian,No,Private,None,Frequently,Medium,3,Yes,7,25,254.88,147,162,1.2,565.08
4496,Petrol,589,Overweight,Male,Vegetarian,No,Public,None,Rarely,Large,3,Yes,21,13,113.3825,441,108,1.2,663.5825
4497,Electric,1219,Underweight,Male,Vegetarian,Often,Private,CNG,Very Frequently,Extra Large,9,No,16,2,146.28,336,108,3.6,593.88
4498,CNG,980,Obese,Male,Pescatarian,Often,Private,CNG,Rarely,Medium,1,No,5,8,132.3,105,162,0.4,399.7
4499,Petrol,2631,Overweight,Female,Pescatarian,No,Private,None,Never,Small,0,No,9,5,506.4675,189,162,0,857.4675
4500,Petrol,1600,Obese,Male,Pescatarian,Never,Private,Electric,Never,Small,2,No,1,10,308,21,162,0.8,491.8
4501,Petrol,1172,Underweight,Female,Omnivore,No,Walk/Bicycle,CNG,Rarely,Medium,3,Yes,11,7,225.61,231,225,1.2,682.81
4502,Petrol,1016,Underweight,Female,Omnivore,Often,Walk/Bicycle,CNG,Rarely,Extra Large,5,Yes,18,19,195.58,378,225,2,800.58
4503,Petrol,2113,Underweight,Female,Omnivore,Never,Walk/Bicycle,CNG,Frequently,Medium,4,Yes,4,7,406.7525,84,225,1.6,717.3525
